FOL_PROG,CVE_EDO,ESTADO,MUNICIPIO,SOLICITANT,TIPO_PROP,CONCEPTO,ESQUEMA,SUP_HA,MONTO_CNF,MONTO_PI,MONTO_TOT,EJERCICIO,GERENCIA
PSAAAP4924160032,16,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,EJIDO TENHUECHO SEGUNDO,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,783.98,1598412,0,1598412,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP4924160016,16,MICHOACÁN DE OCAMPO,NAHUATZEN,COMUNIDAD INDÍGENA COMACHUEN,COMUNIDAD,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1185.55,2827549,0,2827549,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP4924150010,15,MÉXICO,ATLACOMULCO,EJIDO SAN FELIPE PUEBLO NUEVO,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,507.45,1070937,0,1070937,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP4924150012,15,MÉXICO,JIQUIPILCO,EJIDO SAN BARTOLO OXTOTITLAN,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1515.44,3046304,0,3046304,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723160045,16,MICHOACÁN DE OCAMPO,CHILCHOTA,COMUNIDAD INDIGENA DE SANTO TOMAS,COMUNIDAD,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,222.1,499915,0,499915,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723160055,16,MICHOACÁN DE OCAMPO,CHILCHOTA,COMUNIDAD INDIGENA DE SAN PEDRO ZOPOCO,COMUNIDAD,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,434.39,909964,0,909964,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723150003,15,MÉXICO,ALMOLOYA DE JUÁREZ,EJIDO SAN FRANCISCO TLALCILALCALPAN,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,357.31,648342,0,648342,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723320022,32,ZACATECAS,SOMBRERETE,EJIDO SAN JOSE DE MESILLAS,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1591.09,2702762,0,2702762,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723010004,1,AGUASCALIENTES,SAN JOSÉ DE GRACIA,BIENES COMUNALES SAN JOSE DE GRACIA,COMUNIDAD,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,564.05,914674,0,914674,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723010009,1,AGUASCALIENTES,CALVILLO,OLIVIA DE JESUS SERNA BAUTISTA,PEQUEÑO PROPIETARIO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,196.56,448898,0,448898,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723180005,18,NAYARIT,LA YESCA,EJIDO JUANACAXTLE,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1725.61,3180492,0,3180492,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723180006,18,NAYARIT,DEL NAYAR,EJIDO COYULTITA DE MALA NOCHE,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1974.11,3693850,0,3693850,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723180012,18,NAYARIT,TEPIC,EJIDO ROSETA,EJIDO,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,1117.63,2140012,0,2140012,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3723150007,15,MÉXICO,LERMA,BIENES COMUNALES DE SAN FRANCISCO XOCHICUAUTLA Y SU BARRIO LA CONCEPCIÓN,COMUNIDAD,SA.1 PAGO POR SERVICIOS AMBIENTALES,PSA NACIONAL,508.44,1007775.6,0,1007775.6,2023,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222010010,1,AGUASCALIENTES,PABELLÓN DE ARTEAGA,EJIDO CODORNICES Y ANEXAS EMILIANO ZAPATA,EJIDO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,317.69,528886,0,528886,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222010008,1,AGUASCALIENTES,CALVILLO,JESUS VELASCO LANDEROS,COPROPIETARIO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,107,251399,0,251399,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222140070,14,JALISCO,CHIMALTITÁN,COMUNIDAD INDIGENA TEPIZOAC,COMUNIDAD,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,1728.28,3476014,0,3476014,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222140039,14,JALISCO,CHIMALTITAN,COMUNIDAD INDIGENA SAN JUAN DE LOS POTREROS,COMUNIDAD,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,680.73,1418250,0,1418250,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222160038,16,MICHOACÁN DE OCAMPO,PARACHO,COMUNIDAD INDIGENA DE URAPICHO,COMUNIDAD,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,623.98,1097223,0,1097223,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222180014,18,NAYARIT,LA YESCA,ANTONIO MUÑOZ SANTIAGO,PEQUEÑO PROPIETARIO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,128.7,332937,0,332937,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222180002,18,NAYARIT,DEL NAYAR,EJIDO EL COLORIN,EJIDO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,1968,3803401,0,3803401,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222320006,32,ZACATECAS,TABASCO,EJIDO SAN LUIS DE CUSTIQUE,EJIDO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,494.08,917841,0,917841,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222320003,32,ZACATECAS,VALPARAÍSO,EJIDO VILLA DE VALPARAISO,EJIDO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,550.8,1095564,0,1095564,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222320025,32,ZACATECAS,VALPARAÍSO,MAXIMINA VIDALES MUÑOZ,COPROPIETARIO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,131.63,266782,0,266782,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222320015,32,ZACATECAS,VALPARAÍSO,DANIEL  CABRAL BAÑUELOS,PEQUEÑO PROPIETARIO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,147.32,334579,0,334579,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222320031,32,ZACATECAS,JIMÉNEZ DEL TEUL,JOSE SAUL VAZQUEZ CALZADA,PEQUEÑO PROPIETARIO,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,195.24,407613,0,407613,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
PSAAAP3222160016,16,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,COMUNIDAD INDIGENA DE IHUATZIO,COMUNIDAD,SA.1.1 SERVICIOS AMBIENTALES,PSA NACIONAL,659.15,1350359,0,1350359,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000017,16,MICHOACÁN DE OCAMPO,OCAMPO,EJIDO CERRO PRIETO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,213.41,1458986.22,651711.02,2110697.24,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000003,16,MICHOACÁN DE OCAMPO,SENGUIO,EJIDO CHINCUA,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,182.63,1223024.823,499427.3032,1722452.126,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000021,16,MICHOACÁN DE OCAMPO,CONTEPEC,EJIDO CONTEPEC,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,437.8,2763040.11,1259643.07,4022683.18,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000001,16,MICHOACÁN DE OCAMPO,SENGUIO,EJIDO EL CALABOZO 1A Y 2A FRACCIÓN,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,615.86,3998596.94,1703547.75,5702144.69,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000018,16,MICHOACÁN DE OCAMPO,OCAMPO,EJIDO EL ROSARIO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,719.13,4850184.08,2266428.56,7116612.64,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000013,16,MICHOACÁN DE OCAMPO,ANGANGUEO,EJIDO JESÚS DE NAZARENO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,168.34,1136227.64,466686.36,1602914,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000015,16,MICHOACÁN DE OCAMPO,OCAMPO,EJIDO LOS REMEDIOS,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,94.66,606128.48,316847.52,922976,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000011,16,MICHOACÁN DE OCAMPO,APORO,EJIDO RINCON DE SOTO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,12.07,282853.58,80487.42,363341,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000016,16,MICHOACÁN DE OCAMPO,OCAMPO,EJIDO SANTA ANA,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,97.07,650077.76,353431.84,1003509.6,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CFC201216000004,16,MICHOACÁN DE OCAMPO,SENGUIO,EJIDO SENGUIO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES,MLPSA-FC,391.33,2545098.21,1183713.49,3728811.7,2012,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FCSAAP2721150071,15,MÉXICO,OTZOLOTEPEC,EJIDO SAN AGUSTIN MIMBRES,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2021,MLPSA-FC,50,425000,275000,700000,2021,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP4924160008,16,MICHOACÁN DE OCAMPO,QUIROGA,COMUNIDAD INDIGENA DE SANTA FE DE LA LAGUNA,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2024,MLPSA-FC,250,576000,326000,902000,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP4924160001,16,MICHOACÁN DE OCAMPO,CONTEPEC,EJIDO CONTEPEC,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2024,MLPSA-FC,332.45,936000,506000,1442000,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP4924160019,16,MICHOACÁN DE OCAMPO,QUIROGA,COMUNIDAD INDIGENA DE SAN ANDRES ZIRONDARO,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2024,MLPSA-FC,380,836000,456000,1292000,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP4924160012,16,MICHOACÁN DE OCAMPO,QUIROGA,COMUNIDAD INDIGENA DE SAN JERONIMO PURENCHECUARO,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2024,MLPSA-FC,439.01,976000,526000,1502000,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP4924160006,16,MICHOACÁN DE OCAMPO,CONTEPEC,EJIDO CONTEPEC PRIMERA AMPLIACIÓN,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2024,MLPSA-FC,104.64,253350,110877,364227,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CESAAP4924140004,14,JALISCO,TEQUILA,EJIDO OCOTIC,EJIDO,MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES 2024,MLPSA,1664,6621215,6621215,13242430,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CESAAP4924140003,14,JALISCO,HOSTOTIPAQUILLO,EJIDO SANTO DOMINGO DE GUZMAN,EJIDO,MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES 2024,MLPSA,1500,6017920,6017920,12035840,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CESAAP4924140001,14,JALISCO,HOSTOTIPAQUILLO,SERGIO ROJAS RAYGOZA,PEQUEÑO PROPIETARIO,MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES 2024,MLPSA,487,2041490,2041490,4082980,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CESAAP4924140002,14,JALISCO,HOSTOTIPAQUILLO,EJIDO HOSTOTIPAQUILLO,EJIDO,MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES 2024,MLPSA,1500,6017920,6017920,12035840,2024,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110005,11,GUANAJUATO,SAN JOSÉ ITURBIDE,SALVADOR RICO ROBLES,PEQUEÑO PROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160006,16,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,COMUNIDAD INDIGENA DE PATAMBAN,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,150,297900,148950,446850,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160007,16,MICHOACÁN DE OCAMPO,CHERÁN,COMUNIDAD INDIGENA DE SANTA CRUZ TANACO,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,150,297900,148950,446850,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110002,11,GUANAJUATO,SAN JOSÉ ITURBIDE,EJIDO ALVARO OBREGON,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,388.85,1013616,509496,1523112,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110004,11,GUANAJUATO,SAN JOSÉ ITURBIDE,MARIA DE JESUS IBARRA RICO,COPROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110007,11,GUANAJUATO,SAN JOSÉ ITURBIDE,HELADIO RUBIO VAZQUEZ,PEQUEÑO PROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110003,11,GUANAJUATO,SAN JOSÉ ITURBIDE,ROLANDO RANGEL LEDESMA,COPROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110006,11,GUANAJUATO,SAN JOSÉ ITURBIDE,JUAN  IBARRA LEDESMA,PEQUEÑO PROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525110001,11,GUANAJUATO,SAN JOSÉ ITURBIDE,JOSE JACINTO RODRIGUEZ GONZALEZ,PEQUEÑO PROPIETARIO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,50,150000,75000,225000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160004,16,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,EJIDO NAPITZARO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,85.87,261309,135765,397074,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160005,16,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,EJIDO JANITZIO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,135,290313,145158,435471,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160009,16,MICHOACÁN DE OCAMPO,PÁTZCUARO,COMUNIDAD INDIGENA DE AJUNO,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,150,297900,148950,446850,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160003,16,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,COMUNIDAD INDIGENA DE PATAMBAN,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,500,800000,400000,1200000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160010,16,MICHOACÁN DE OCAMPO,CHILCHOTA,COMUNIDAD INDIGENA CHILCHOTA,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,131.05,336480,168240,504720,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525160008,16,MICHOACÁN DE OCAMPO,CHILCHOTA,COMUNIDAD INDÍGENA DE SAN BARTOLO UREN,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,150,297900,148950,446850,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525090003,9,CIUDAD DE MÉXICO,TLALPAN,EJIDO LA MAGDALENA PETLACALCO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,591.96,4020520,2701600,6722120,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150002,15,MÉXICO,TIANGUISTENCO,BIENES COMUNALES DE SANTIAGO TILAPA,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,164.91,1329316,989460,2318776,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150008,15,MÉXICO,IXTLAHUACA,EJIDO SAN JUAN DE LAS MANZANAS,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,75.84,616384,455040,1071424,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150009,15,MÉXICO,TEXCALYACAC,BIENES COMUNALES SAN MATEO TEXCALYACAC,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,300,2356000,1800000,4156000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
